AGENCY_AREA,CATCHMENT,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_DIAT
NORTH WEST - NORTH,CALDER (NW - CENTRAL),RIVER: Natural/semi-natural flowing fresh watercourse,CALDER (CALDER),65497,2,SD,85323,31747,SD8532331747,385323,431747,GB112071065060,143.9,01/01/1995,24/04/2014,18/09/2014,2,False
NORTH WEST - NORTH,CALDER (NW - CENTRAL),RIVER: Natural/semi-natural flowing fresh watercourse,CALDER (CALDER),97642,2,SD,82200,35500,SD8220035500,382200,435500,GB112071065490,,,03/09/2007,01/09/2011,3,False
NORTH WEST - NORTH,CALDEW,RIVER: Natural/semi-natural flowing fresh watercourse,CALDEW,64469,2,NY,39435,56672,NY3943556672,339435,556672,GB102076073880,83.1,01/01/1995,23/04/2014,03/05/2017,3,False
NORTH WEST - NORTH,CALDEW,RIVER: Natural/semi-natural flowing fresh watercourse,DALE BECK,156355,1,NY,29919,35116,NY2991935116,329919,535116,GB102076073740,,,01/06/2010,01/06/2010,1,False
NORTH WEST - NORTH,CALDEW,RIVER: Natural/semi-natural flowing fresh watercourse,ROUGHTON GILL,156356,1,NY,30196,34575,NY3019634575,330196,534575,GB102076073740,,,01/06/2010,01/06/2010,1,False
NORTH WEST - NORTH,CALDEW,RIVER: Natural/semi-natural flowing fresh watercourse,TODD GILL,156357,1,NY,30205,34580,NY3020534580,330205,534580,GB102076073740,,,01/06/2010,01/06/2010,1,False
NORTH WEST - NORTH,CRAKE,RIVER: Natural/semi-natural flowing fresh watercourse,RUSLAND POOL,66546,2,SD,33862,88595,SD3386288595,333862,488595,GB112073071310,23.2,01/01/1995,13/05/2008,04/09/2014,6,False
NORTH WEST - NORTH,CRAKE,RIVER: Natural/semi-natural flowing fresh watercourse,TORVER BECK,67456,2,SD,29029,92368,SD2902992368,329029,492368,GB112073071200,16.3,01/01/1995,08/05/2008,17/10/2017,8,False
NORTH WEST - NORTH,CRAKE,RIVER: Natural/semi-natural flowing fresh watercourse,YEWDALE BECK,69669,2,SD,30500,97600,SD3050097600,330500,497600,GB112073071210,12.3,01/01/1995,29/04/2013,17/10/2013,2,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,COLEDALE BECK,152457,2,NY,20337,21803,NY2033721803,320337,521803,GB112075070440,,,12/08/2008,12/08/2008,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,COLEDALE BECK,159101,1,NY,23692,23396,NY2369223396,323692,523396,GB112075070440,,,09/05/2012,07/11/2012,3,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,COLEDALE BECK,159104,1,NY,19987,21559,NY1998721559,319987,521559,GB112075070440,,,09/05/2012,07/11/2012,3,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (CUMBRIA),64287,2,NY,25519,17592,NY2551917592,325519,517592,GB112075070410,8.3,01/01/1995,02/04/2013,02/10/2013,2,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,GATEGILL BECK,157828,1,NY,32602,25930,NY3260225930,332602,525930,GB112075070460,,,01/09/2011,01/09/2011,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,NEWLANDS BECK,159099,1,NY,23747,23376,NY2374723376,323747,523376,GB112075070440,,,09/05/2012,07/11/2012,3,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,STONETHWAITE BECK,64793,2,NY,25888,14954,NY2588814954,325888,514954,GB112075070340,7.9,01/01/1995,29/04/2013,28/04/2015,3,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,DOUGLAS,92292,2,SD,62100,11000,SD6210011000,362100,411000,GB112070064850,,,03/07/2006,02/06/2011,4,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,DOUGLAS,65815,2,SD,59388,11843,SD5938811843,359388,411843,GB112070064850,126.0,04/10/2012,01/01/2006,20/10/2017,11,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,DOUGLAS,92291,2,SD,63000,11600,SD6300011600,363000,411600,GB112070064850,,,03/07/2006,02/06/2011,4,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,POOLSTOCK BROOK,66563,2,SD,57739,04253,SD5773904253,357739,404253,GB112070061610,126.6,01/01/1995,17/04/2013,08/04/2015,3,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,SMITHY BROOK,67125,2,SD,56426,03607,SD5642603607,356426,403607,GB112070061600,181.6,01/01/1995,01/04/2014,11/09/2014,2,False
NORTH WEST - NORTH,DUDDON,RIVER: Natural/semi-natural flowing fresh watercourse,BLACK BECK (DUDDON),67993,2,SD,18640,84059,SD1864084059,318640,484059,GB112074069850,24.6,01/01/1995,25/04/2008,15/09/2015,6,False
NORTH WEST - NORTH,DUDDON,RIVER: Natural/semi-natural flowing fresh watercourse,WHICHAM BECK,65067,2,SD,13863,81644,SD1386381644,313863,481644,GB112074069830,26.3,01/01/1995,07/05/2013,10/10/2013,2,False
NORTH WEST - NORTH,EAMONT,RIVER: Natural/semi-natural flowing fresh watercourse,EAMONT,87559,2,NY,55392,29419,NY5539229419,355392,529419,GB102076070990,,,05/07/2010,06/06/2013,2,False
NORTH WEST - NORTH,EAMONT,RIVER: Natural/semi-natural flowing fresh watercourse,PASTURE BECK,67572,2,NY,41582,12665,NY4158212665,341582,512665,GB102076070700,15.0,14/04/2016,24/04/2015,26/10/2018,10,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,CROOKS BECK,67647,2,NY,74811,15489,NY7481115489,374811,515489,GB102076070750,131.6,01/01/1995,17/04/2015,17/04/2015,1,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,EDEN (NW NORTH),92299,2,NY,38726,56950,NY3872656950,338726,556950,GB102076073940,94.0,04/10/2012,15/07/2010,02/07/2013,2,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,HILTON BECK,65111,2,NY,71105,20082,NY7110520082,371105,520082,GB102076070770,79.4,01/01/1995,16/04/2015,16/04/2015,1,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,HOFF BECK,67191,2,NY,66499,20924,NY6649920924,366499,520924,GB102076070820,169.8,01/01/1995,11/10/2007,17/04/2015,2,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,SCALE BECK,151268,2,NY,68087,15356,NY6808715356,368087,515356,GB102076070820,,,01/05/2008,18/11/2008,2,False
NORTH WEST - NORTH,EEA/WINSTER/GILPIN,RIVER: Natural/semi-natural flowing fresh watercourse,LEVENS MAIN DRAIN,160772,1,SD,44712,82037,SD4471282037,344712,482037,GB112073071290,176.4,29/11/2013,30/04/2013,13/11/2013,2,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,EHEN,63565,2,NY,00736,06077,NY0073606077,300736,506077,GB112074069980,47.5,01/01/1995,30/11/2012,20/11/2014,5,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,EHEN,64697,2,NY,07017,15687,NY0701715687,307017,515687,GB112074070010,11.1,02/01/2012,23/10/2007,01/11/2017,5,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,EHEN,78521,2,NY,02500,14000,NY0250014000,302500,514000,GB112074070010,6.7,01/01/2012,23/10/2007,01/10/2008,3,False
